text,etiqueta
Yo quiero que me den salida temprana por los bloqueos  jajaja porque no bloquean por revolución #envidiaDeLaBuena,
@ihasashark sí . Ya está muy feo por aquí prima . Ya me enteré que agarraron a los asaltantes.,
Este año mi propósito es tener a ELLA como mi novia y mi futura esposa venga 3 palabras de apellido,
"@omarmorett: Feliz Año Nuevo 2017, que esté lleno para ti y tus seres queridos de salud, abundancia y éxitos",
Sabes que tu vida social anda mal cuando el ultimo viernes del año tu eres la única entrenando a las 9 pm,
@J_Pietra Felices fiestas! Que te la pases increíble a lado de tus seres queridos Nunca dejes de ser quien eres Bendiciones para ti,
@HausOfRamLm me pasa lo mismo amigo como q para mí está navidad está siendo equis jaja talvez en mi caso estar encerrado en el trabajo,
Ayer fui a que me ajustaran los lentes Pero me los dejaron bien culeros al momento no sentí Pero de rato es molesto traerlos puestos,
Tener un crush de la manera en la que yo lo tengo es lo más feo de todo... lo llevo al extremo pues....,
"Les deseo que en estas fiestas decembrinas se la pasen increíble Y les deseo: paz, tranquilidad, armonía y sobre todo mucha salud y amor",
Cuando tengo un amigo que no es nada feo y quiere jotear con una mina y la mina no lo pesca y termina con un weon horrendo...,
"Todos mis amigos de la facultad eran foraneos y ya se fueron de mty, mientras que los de aquí ya se fueron de a estudiar a otra ciudad",
"Reviso mi TL, de pronto veo algo y doy RT, solo estalkeo al twittero que me gusta Y a uno más por obligación política jajaja no te creas",
"Mi domingo resumido en un tweet: me pico una abeja, perdí mi autobús, se me rompió la uña horrible, y tengo un moretón que me duele mucho",
@SoyAurorasaja Hermosa Muy buenas fotos,
Me estoy enfermando bien gacho,
@vip_parejasw yo lo quiero ver completo Hehe,
"@autobotTPT @silverionr pos si, no mamen, pobre",
Los hombres más guapos que conozco son gays,
150/90 de presión arterial ... ya valió de nuevo,
"Este ""Lupe-Reyes"" solo me dejo 2.5 kilos arriba",
"@Synthtropus gracias tú también, ahora todo parece tranquilo esperemos siga así",
Como que me quedé con ganas de comer deliciosa Rosca de Reyes,
Exijo mi taza de café! Además muero de frío Buen día!,
"Que sueños tan locos tengo, en mi otra vida fui asesina yo creo",
Hace rato a comprar tortillas y la señora me dio varias monedas llenas de masa,
"@pedacitodelimon o sea, no pronuncias sh en vez de ch? Entonces no es fe shihuahua",
@campelrod sería genial! Pero como que no veo las canciones como muy del estilo de la Academia,
@julioastillero @ElverGo13 Don Julio es siempre critico con AMLO/morena pero estoy seguro que en 2006 y 2012 votó por el,
"Lo peor fue enamorarme se algo inalcansable  ""E""  :""(",
sí me bajonea que la renta en Seoul sea tan cara no quiero poner en aprietos a mis papás aaaaa,
@mellamanfredy Feliz Año nuevo fredy espero que te hayas pasado muy bien y espero que sigas asi en youtube por muchos años,
"@969SLP: Feliz Año Nuevo 2017, que esté lleno de salud, abundancia y éxitos. Todo lo mejor y aquí estaremos",
Al ratito a Misa para celebrar la Navidad en Familia Nunca dejemos de ser quienes somos ni tratemos de imitar a los demás,
"@889romo Romo, mi #PropósitoDeAñoNuevo es llegar a mi peso normal, ya bajé 16 kilos y estoy muy motivado. Buen tema. Saludos.",
"Mi nuevo xbox, las pedas de diciembre, los tamales, los dulces y pues uno que queria pedir trabajo, no asi no",
"No hay nada mas lindo que adorar a Dios por medio de la música, es algo tan único que tendrían que vivirlo para entenderlo.",
"@analizactriz Hola Analiz, te queria desear un feliz 11:11 pero se me paso la hora , pero aun asi te deseo un feliz miercoles, abrazos.",
Se supone que es domingo tenía que despertar a las 11 o 12 este reloj biológico no me deja disfrutar mi día libre .. y amanecí con hambre,
"A veces pasan hasta 20 años y el culpable sale a La Luz.En México mueren miles de personas, niños en sus casas, mujeres y nadie sabe nada",
@Rubbest pero no veo que culpa tiene ella el fue el que se casó y con hijo y todo! Jajajaja y que bonito final ! Se ve sp padre serie,
"@ponjacervantes mm no, menos juntas a sus ojos, es más de audaz, no de enojada, quizá solo una y la otra no...y un poco más gruesas",
@lezorrillo @CloudBalta muy recomendable el ponja,
@chiguire @cris7ian lo sé y es delicioso,
"@JoshBlye Con el valencia, im sorry",
@freddyleyva yo quiero que me pase eso contigo,
Los quesos de pueblo son los mejores.,
Fui muy ingenua cuando pensé q terminaría reportes temprano #workaholicdiary,
Hoy fui a cortarme el cabello y me dejaron horroroso,
Es bonito venir a Tampico a turistiar y no a estudiar,
@jaqunzeta lo que da risa es que contesta como niña de secu emperrada,
Tiger Girl @claudiamgrdz #bodypaintdeclaudia Buenas noches hasta mañana &lt  muy bellaaaaaa,
Es la segunda vez que dejo las llaves adentro de mi carro maldita sea,
"@TotalplayAyuda querido, como hago para que mi modem funcione solo prende el foquuto de LOS",
@Gerardo_A_G pues por eso se lo darás...por fingir que está enamorada de ti jajaja ntc,
Yo siempre trato de esmerarme buscando un regalo y a mi me dan lo primero que encuentran,
@hellomaphie ¿Cómo sigue Candy? Quiero mucho a mis perros y se que es dificil lo que estás pasando,
Saludos @azucenau cúbrete bien para que no te enfermes !!! Que tengas un bonito día !!!,
@tazy @delia8a : en walmart! te la regalan si compras una bolsa de ¿un kilo? de café molido blasón.,
@brozoxmiswebs: Se extrañará mucho el programa de #PeladitoYEnLaBoca. El mejor de los éxitos en este año nuevo 2017 que ya comenzó,
"Feliz año nuevo y que sea un año feliz para todo el mundo, sin importar si son o no mis amigos",
@sopitas bueno si es así debe ser a causa de las mujeres !! Por qué ya ves que los hombres somos súper fieles,
Gracias a todos por sus muestras de cariño y apoyo Sin ustedes yo no sería lo que hoy soy Ustedes son mi segunda familia,
A todos mis seguidores les mando un beso y un abrazo Que tengan una hermosa Noche Buena en compañía de sus seres queridos Los Amo,
"A veces me siento inútil con el simple hecho de trabajar solamente, no se que piensan los ninis al no hacer nada en su vida",
"Hay miradas que te hacen sonreír, hoy una me ha hecho sonreír todo el día... Que triste mi vida, pero, hoy que sonriente",
"Días!!! No hay situación, relación o circunstancia que pueda hacerte feliz o infeliz. La felicidad es una elección y es tuya... Besitos",
Odio que las personas fumen (plenamente consiente que es su pedo) pero es que vean a JT en Suit &amp; Tie &lt,
"Yo no soy nada exigente con el café, porque se que cada uno tiene su chiste...pero ayer probé el café mas feo del mundo en el trabajo",
"Hoy me acabo de redescubrir a mi mismo. Me acabo de dar cuenta que soy celoso Que me matan los celos, hiper cabron, pero no le digo nada",
@brandojoeel Que culero wey jajajaja,
@boniie prefiero solar y comer rico,
Que triste debe ser estar chaparro,
@IggyOsler yo tengo hipotensión ortostática neurogenica por eso,
Bienvenido a la Riviera Maya @OficialGio y disfruta del @CocoBongoShow,
"@avaleriada Hinds, porfa para seguirle con el Mood español",
Se siente bien feo saber que este año cumplo 22,
"@_RCancino pues bueno, ya no te queda mad que decir borracha",
"Excelente servicio @BBVA Huejotzingo, su personal es muy eficiente. ¡Felicidades!",
Regalenme el Rise of Rajas . Ya me gustó jugar con los vietnamitas,
@darmguuurl no llores Dalia vamos a hacer una campañana en twitter para que estes mejor #NoLloresDalia,
"Ídem, pero solo tenía cerveza. Además de gordo, soy pobre y alcoholico",
Me da miedo dormir sola y debanhi sube esas imágenes y me da aún más miedo,
"Extraño mucho a mi novio, nisiquiera le voy a poder hablar a las 12 que triste",
"@AlmostLady_ Nop, sólo quiero verte feliz. La puse solo con el objetivo de que tu la vieras",
@chinimakeup Me podrías dar como regalo de navidad un DM con @vegetta777 ?  Me haré Fan obsesiva con vos Saludos,
"#ÚltimoDíaDel2016YYo haré mi listado de propósitos. Se avecina un 2017 muy pesado, pero muy feliz. ¡I know!",
Amigos como que ya iniciamos el 2017 y yo no recibí un beso apasionado a las 12 ¿Que falló esposo?,
"Tenía que poner un tweet sentimental amigos, perdón. Que bueno que le rumbaron a la verga, los odio.",
"La verdad le invente un pretexto a mi novio para contarle un chisme y verlo en videollamada jajaja. Perdón, lo extraño",
Que me compro mi estrella de la muerte en Cinepolis pensando que es una pelotita como en el anuncio y resulta que es plana,
@taskperson si pero en el tráfico no hay diferencia ..jaja cuál es la necesidad de sufrir calor? con un clima apagado en el mismo lugar,
"Qué onda @ServicioTelcel , marcó a mi buzón de voz y me piden confirmación de mi numero y me dicen que mi numero de buzón es inválido",
"Odio no poder dejarte de pensar, odio no poderte besar, odio quererte aún más, si odio tanto porque no te puedo odiar a ti",
"Lo único bueno de que ganó Trump es que voy a ver a @jooseph_182 antes, en cuanto sepan que es mexicano lo van a mandar a la verga",
"Gracias a la lluvia se fue la luz en la oficina y solo vine a sentarme, pero también falló mi camioneta. Dios da y Dios quita.",
"Hoy fuimos a la #FILMty2016, Hasta el chongo de gente. Creo este año es mucho más grande. Y como cada año no salgo de los mismo autores.",
"Mi hijo ya es eerto en #Clavados dice: ""ese no lo hizo bien, salpicó mucha agua"" y remata: ""ya ves por eso le pusieron 3"" #Rio2016",
@Ftv_MatutinoEx @SofiaEscobosa @estarc62 @repor33 @reporteronte1 @eddyfasten @AnaOrdonana @XimeCervantesL Buen inicio de semana,
@ms_camara21 JAJAJAJAJA ay no es cierto,
"@carmenmurillov qué oso, la mera verdad",
Nada es imposible. Puedo seguir esperando,
"@BraayaamLoopez JAJAJAJA nambre, estaba esperando a mi vecina",
Hace un chingo de frío pero tengo que bañarme,
Que buena peli una de mis favoritas viejitas pero bonitas #ElHombreDeLaMascaraDeHierro,
@jazzminaz gracias! Es a @MARAVERT a quien le deseamos un buen viaje,
Poco nos duró el frío Pero no hay calentamiento global vea?,
"@Kariihorta ¡Gracias por seguirme! Ten un lindo domingo Karina, Saludos desde Chihuahua",
#DiadeReyes y pues ando de maldito lisiado y así no pinches puedo ir al gym,
Lo malo de vivir aca en la carretera nacional es que no hay taquitos cerca #prayfortacos #MeduelesMexico,
No mamen ya ¿qué está pasando en Naucalpan? Ya no quiero ir hacer mi extra,
El viejito eterno Anthony Hopkins va a cumplir 80 años. Ya le queda poquita vida.,
-amiga ha que juntarnos a comer -que tienes en tu casa -arroz -no mames yo también tengo arroz #fueraPRI,
"Que padre que Emannuel le haya dado anillo de compromiso a Ines, se nos viene una boda loca",
"@Alex_Asmitia gracias amigo, sabes que nunca te olvido, te mando un fuerte abrazo lleno de buenos deseos siempre.",
"@raisagogue Te falta barrio. Sí está bonita, pero no más que la de ""La Era de las Revoluciones""",
"@Srta_Bonny Si ya saben cómo soy pa que hacen el año nuevo hoy jajaja Gracias mujer, mis mejores deseos para tí.",
"@ClubAmerica Hola, soy orgulloso aguila hasta la muerte, pero muero de vergüenza que tuvimos un centenario de total FRACASO! Felicidades!",
"Te valgo verga, ni un pinche mensaje de Navidad nadaaaaaa! @AdriiCoria Que bueno que me cada claro que ya no somos amigos.",
Luego me preguntan por qué soy Phubbeador?! Nadie me contesta y me refugio en mis redes sociales y mi cel! Jum!,
"—Mamá, a que no adivinas donde estoy —Hijo, ahora no puedo hablar, llámame luego —No puedo, sólo tengo derecho a una llamada",
@estarc62 que bueno q te gusto! No sabia q habias llegado desde las 5 no te había visto! QUE BUENO Q TE GUSTO! UN ABRAZO,
"Señora, qué bueno que marca. Déjeme decirle que me siento la peor amiga del mundo.  No merezco que me pregunte a mi",
"La neta ya me ando quedando con el cambio de las tortillas, dime si de verdad me quieres,si no para no seguir con ese fraude.",
"Hoy un hombre me dio el mejor consejo de toda la vida a huevo no lo voy a seguir y la voy a ultra cagar pero,aun asi!",
"Amigos, cuando puse el tuit pasado no paso ni un minuto y se me cayó todo el chocolate en la mesa. Me quede sin chocolate. Karma le dicen",
@miseleccionmx @DFB_Team_ES esos errores salieron caros,
Una de las mejores Mia,
Eran los mejorres del universo regresenmelos,
Orko y yo decidimos subirnos a dormir,
Quiero seguir viendo el snap de Yareth feliz,
"@Raw_coal tu eres donde sea que estes, eres increible",
@Memesgu mejor dile que venga a GDL el día que guste,
"@JanetGaspar90, espero haberle atinado a tu #regaloperfecto. Por favor disfrutalo mucho @megustaleermex",
"#EnMiDesmadreEncontré Mejores amigos, mejores personas y grandes cosas que jamás había vivido",
-Desde ahí me robaron mi personalidad aiñ (Lo que uno escucha),
"Buenos días , como les pinta el juevesini relaxini!? ^•^",
"@erickv53 5.5 y 5.25, en el que tiene menos también es astigmatismo. Bien triste",
"@tricia_simon hola!! proyectos sociales con niños de escasos recursos, ahorita vienen de Brasil!",
"Ya extraño cantar a todo plumón Culpable Tú, con Sofi y que Huato nos vea feo",
"#NocheBuenaPara Pasarla a lado de nuestros seres queridos, amigos y familiares más cercanos Nunca se les olvide sonreír",
"Que oso que te tenga que stalkear desde el twitter de mi bff por que me tiwnes bloqueada,",
¡Feliz Año Nuevo! Que el 2017 sea mejor que esté que termina Les mando un abrazo hasta donde estén @fatimaduarte @kikycooper,
"@ArtuurGoonzaLez le informe previamente, neta los extraño aquí. Y ya hay más prospectos para ti y tú ni tus luces",
Y es aquí cuando te pones a reflexionar todo lo que NO hiciste en el año pero en el nuevo se hara,
"Puse chida, en vez de chica jajaja.. ay ay Zavala arruinando los momentos épicos desde tiempos inmemorables Espero no se hayan asustado",
"Estoy en un dilema, soy Rayada, pero detesto al América. No sé a quién apoyar Pero si pierde América seré feliz",
"Tengo la creencia que si un día me atasco de azúcar pero al siguiente tomo únicamente brebajes verdes, no engordaré. El autoengaño duele",
Hoy me di cuenta que la mayoría de la gente no sabe comprar... No se arriesgan con los colores y texturas compran lo más básico,
Buenos días!!! La relación más importante es la que tienes contigo mismo. Todo lo demás es un reflejo de esa relación... Besitos,
"@pecakaar pero tu tienes perros hasta debajo de la cama jajajaja como la loca de los gatos de los Simpson pero con gatos, no, ya en serio",
@LJLopez31 9. Eres de las morras más locas que conozco y te vale todo y me río mucho con tus tuits y msjs y hace mucho que no hablamos,
Eso es lo q detesto de formatear la lap los juegos y programas pesan mucho lo bueno q tengo 25 mb de internet y aún así siento q va lento,
"Y es qué es mí primer aventura. Quizás la más tranquila,y todo lo que implica. Muchos tienen fe en esto y yo ¡nervios!Agosto y septiembre",
@CharlyDorantes todos en las mismas,
@Fernanfloo La educacion es primero crack,
Es lo malo de estar inactiva #TeamBTS,
@Laurylu ufff los bots no son malos!,
"@ComedyCentralLA Vamos al motel jaja"" q buen standupero @manzostandup #StandUpEnComedy",
"@FossyNet que verga, ojalá, esta caro el limpiaparabrisas",
Son los pequeños detalles los que hacen una eeriencia increíble #UX,
Lo único que están haciendo es darle la razón a Trump,
No podía dejar de ser el 2 mi número favorito. ️ #BuenasNoches,
Esta vacuaidad emocional no la van a llenar sus memes pero sigan intentado,
"@Rul_rvs tenemos las mejores alitas, es neta Te esperamos Jorge &lt",
Es bien feo saber que el cariño es mutuo y que no puede pasar nada,
"@Juls_gav // Pero ellos ya ni me traen nada Tira paro prima, esto es urgente.",
Lo peor del mundo es separarme de mi lap y que la tengan que restaurar soy un,
"Al paso de tiempo te das cuenta que es mejor detenerse por cuenta propia, que por alguien",
"Me alegro de que las personas que quiero y/o quise sean felices, aún cuando hayan sido unos hdp",
@TELMEluciona hola! Algún número al que pueda llamar? Mi conexión se va cada dos minutos y está muy lenta,
Yo ya voté por @Pagano656 como mejor RUDO de año y saben por que? Porque sin duda alguna se lo merece #SinPayasoNoHayFiesta,
"@FansBrenvita: Hola, pasando a desearles un feliz año nuevo 2017 lleno de salud, abundancia y éxitos. Todo lo mejor",
@eduardoOIF por un momento se me olvidó que eres puma. Por lo menos a tu equipo no lo demandó el osito Bimbo.,
"Todas queremos dm de Mario la neta, pero pues si está cañón, somos muchas y luego el drama y pues ni modos",
"Ya acabó mi serie del ercista, el final no fue lo que esperaba pero me gustó Ahora si a dormir, mañana nuevo vídeo",
"@jamesdrodriguez La chica que me gusta te adora, quien mejor que tu James, para decirle que me encanta, Su nombre es Nayke, saludala",
"Maldita sea... En el cine sólo hay 7 personas... Tres parejas de novios y yo Ni pedo, a tragar como puerco porque SOLTERO.",
"@paolamvo siii! Me quedé platicando un chorro con ella! Apenas termine hace poquito la HC, me quedo chida, es muy buena! Muchas gracias!",
"Cuando conoces a una chica guapa, que nadie le tira el perro en FB y es cuando te enteras que ya tiene un hijo Khe Berga :v",
"En otras noticias, lo que me pagan en el trabajo es lo que le pongo a la quincena a la camioneta, mejor uso transporte público y mis pies",
"TODOS mis primos que están en EUA estudian y trabajan y no la hacen de tos.En restaurantes, en cines, en lo que sea...y ganan 16usd la hr",
#Martes con la mejor actitud,
@mafecaspe Están bien largas las filas,
No hagan saqueos en nuevo leon,
@nowseed Increíble para mi. Espero tus comentarios,
"@tonymarquezroon jajaja si, pero es el mismo tono",
@JaanMf @AliiSoto 🤔 pues espero sea el único jajaja muy bien,
Cada que actualizan los emojins hacen más culeros los antiguos,
@Mariateresab Ya lo leí hace rato. Te lo presto el sábado,
ptm solo quiero ver hsm y se me abren virus de PORNO,
@alberto8899 tú el hombre menos despistado del mundo obvio es fácil decir eso jajaja,
"Los campechanos en lugar de saquear supermercados, llevan sus cosas a guardar ahí",
Ya quiero que sea mi cumple para darme mi regalo más precioso en la piel,
@Armli @pablodanielGlez @solcortesp un abrazo para ti tmb prima te queremos mucho. Un café mañanero a tu salud,
"@JcAgmty Yo me odio a mí mismo. Me iba a traer dulces, pero se me olvidaron",
"Aunque en el juzgado me tratan bien y está guapo el que me atiende, no me quejo",
@AmazonHelp si! es súper padre! Lo intenté de nuevo cambiando el motivo y ya se pudo Gracias!,
@OPaoly puedes hacerlo :B solo necesitas un Ox en la esquina de tu casa y ya Y netflix obvio.,
Yo ya voté por @Psychooriginal como técnico del año Y esperemos que el año que viene sea de muchos éxitos para él,
"@YCaguamas comiendo un chingo de pozole!!! Y tomando refresco .... Feliz año, pinche Yomi caguamas!!!",
Daniel está vivo!!! Siii!! El final fue perfecto.. lo que significa que ya no va a haber películas,
K pex con mi odio bien infantil a una niña que ni le hablo. A huevo quiero hacerla de a pedox por todo,
"Cuando necesitas a alguien pero no existe ese alguien ni pedo en este mundo no hay amigos señores, nadie te quiere eres tú solo",
"Me siento como si estuviéramos en Venezuela. 🤔 #TweetTontoDelDia inspirado en Barbie Noble. 🤗 No es cierto, mi coche ya no tiene gas.",
"La gente se pone pedas para olvidar el desamor, yo me las pongo para recordar que soy pobre y no jugare ffxv nunca en mi vida",
"Q conste en actas q, a pesar d tener acceso a la info, no la usé pa estar stockeando a ese niño lindo tan buena onda",
"Está bien triste quererle tomar ss a una conver por snap para mandársela a tus amigas y que te ayuden a salvar la platica, pero no poder.",
"Mi papá acaba de decir; Iba a hacer pozole mañana pero hay mucha comida, mejor lo hago dentro de 8 días. Así de triste es mi vida",
"Nunca fui a ver día de la independencia 2, nunca fui a ver doy, nunca fui a ver miedo profundo, me pasara lo mismo con suicide squad?",
@Alelram pobre de mami nery,
Unos tacawertz para desayunar!,
"@chapis_herrera hay voy, llevo las chelas",
@roypizarro que triste todo lo que está pasando,
"@FerReyees19 es que ya lo picaste, es normal",
@ittscinthia obvio amiga! Hay que hacer algo de despedida,
"@jepcuervo Es neta? Ni he intentado usarlo, pero booh",
@Josue_Corro Creo que sí jajaja. Está muy difícil competir con el @checoche,
"@Cruz_Azul_FC Somos millones quienes te seguimos, no estas solo viejo amigo. #AzuldeCorazón",
Estoy emocionada por los Reyes malo que no pude terminar de comprar todo,
¿Seré la única que mañana trabaja? La gente comprometida a la chamba jajajaja,
@StephaniaVL jajaja yo una vez agarre entre semana y se puso bien filoso con las faltas,
"Al principio pensaba ""para qué haces eso, marichuy"" pero neta valió la pena",
@CochinoPop saludos amigos les dejamos está seción en 360° esperamos les guste y nos ayuden a compartir .,
"@MissUva desconozco la relación de cultura vial con un papel que todos traen comprado con moche, pero bueno",
"@Karlanguisss Karlita linda noche vieja y excelente año venidero!! Come muchooo, te mando un abrazo enormeeeeee besos",
"Canción #12 Seguía un poco terca, siempre era un gusto compartir música con mi par de vagas en la uni",
"Cómo le hacen para estar ya arreglados desde ahorita? Apenas me voy a bañar, soy impuntual hasta para eso",
"@LBallesterosM Pero hubieras tomado la foto con los ambulantes que están en ambas aceras, empezando por los que están afuera del OX",
#Triste ir a un bufet de comida china y que se den cuenta que vas solo y la mesera te lo heche en cara,
"@Diego_ARamirezV desde que no veo trailers, todo es mejor. Decían cosas muy buenas, tenía eectativas altas Igual, es buena a secas",
Ya quería que llegara el último año de la universidad y ahora que por fin soy senior year me siento mal por haber deseado eso,
No tengo dinero y me gustaría ganar espero tener suerte pero no creo porque es muy difícil no tengo nada más que un tablet del gobierno,
"Me da tristeza porque siempre tengo el meet o boleto desde antes y ahorita estamos a 4 días y no lo tengo, que triste ser pobre",
"#SientoChidoCuando Me manda sus msj de buenos días, sus te quiero a cada momento, sus palabras bonitas lo malo es que ya no lo hace, A",
Estoy en un piso 10 y llegan unos ronquidos estrepitosos como de 2 pisos abajo! les juro que casi vibra el piso y la paré! Pota soerte,
@LidiaAvila eres lo máximo soy tu fan al igual que de ov7 tengo 24 años y desde que tengo uso de razón siempre he escuchado... besos &lt,
"@liibertiine La Arena no se me hace tan cara, recuerda que vimos a Fall Out Boy como por $200, jaja. Sólo que está medio fea la zona.",
@JohannVeraGDL gracias el mejor team,
@_dianarj jajaja ni contratados estamos dianita,
Extraño a mis hermanos de jornada,
@Potosinos_slp ya mero termina el #lupeReyes jajajaj falta poquito,
@lospoboys Por ahora solo he probado @montparnassemx y está buenísima,
@dianastaboli me acaba de chingar el auto corrector de nuevo,
Todo iría chingón si no me doliera tanto la cabeza,
@quique_gartru Ya ves mejor enséñales a ser primer mundista como en IxtlaYork,
Me es difícil existir aquí y no poder existir en Seúl mejor,
Siento que mi estómago está valiendo VERGA DE TANTO PINCHE CORAJE. Gracias,
Regístrate aquí: Jurado especializado en el ambiente artístico... Esta oportunidad es tu…,
¿Si conviene arreglar la pantalla de el iPhone o mejor compro otro? sean serios,
Me siento muy mala dueña de conejos porque mi chiquitín está en una jaula para pájaros,
@ColSonoro saludos amigos les dejamos está seción en 360° esperamos les guste y nos ayuden a compartir .,
Recibir el año nuevo haciendo el amor es lo más bonito que le puede pasar a una persona,
"Debería de estar aprovechando a dormir, ahora que Hamlet no está molestando y ya está bien dormido.",
"@Alma_rydia exacto!! Más ecos para ti, conoces la zona y jugamos juntas sin afectar tu estilo de juego",
Me cagá que las personas piensen que viven para que les rueguen. Disculpame pero conmigo así no se juega.,
"#Feliz2017 ¡Que se la pasen increíble y que este año que viene sea mucho mejor para ustedes Muchos retos, propósitos e ilusiones",
hoy le eliqué a tres personas cómo son las relaciones abiertas para mí y les convencí de que es chido y está bien,
Me les voy !!! Y no a casa día D ir a Coyoacán y con vivir con la familia de mi mamá,
"Como cuando estás con alguien y te sintonizas con esa persona, crean una vibración semejante y la energía se estabiliza y encuentran paz.",
"""No hay plazo que no se cumpla... "" máxima del Derecho, máxima de la vida, que ahora aplica en mi presente...",
"Lo malo de hoy, a diferencia de la del jueves, es que la tiendita me queda a 47 Km. Tía, venga a Toluca",
"Me perdí varias cosas de gow4, pero es que ando en la Rivera maya  y no traje consola. PD:Te Extraño Gow4",
Que padre casi se acaba el año y se bien el nuevo año #casi es el final del año y viene el nuevo ya casi esta cercas,
"No sé ustedes, pero yo no confió en esas monedas de 50 centavos que parecen de 10 (centavos)!...(excepto cuando me falta dinero )",
"En un carro, la que va en medio siempre es la más chica de los pasajeros y es la que va más incomoda. ¿Adivinen quién va en medio?",
@DeniseDresserG y @magamastretta dulces sueños descansen,
Esta muy apagado el Twitter,
@Dnizaza tengo dos originales míos para venderte,
Ya es mejor decir adiós a Facebook,
@anarki_a Eso lo elica todo resistencia civil. pacífica,
@HttpQuijas JAJAJAJA PERO HABLO DEL REAL aquí también está feo,
Por hoy solo quiero dormir mañana comienza el trabajo duro,
Sólo sigue escuchar a Arjona y ser un poco más feliz,
Quiero ser consejera del INE para no pagar gasolina .. ósea robármela @INEMexico #vivamexico #notienenverguenza,
Cómo que los Reyes magos no me traerán mis regalos hasta acá ?,
"Sabado y me pego la hueva del jale, malo que hoy tocó trabajar",
@Gummy_Quiroz Yeah!! será una filosofa - Escritora pero ya no tiene presente a Roy,
"@extremist512 te voy a dar unfollow, me das puro spam cuando publicas imágenes en FB.",
La neta me siento mal por que yo no le regalé nada a mi novia esta navidad,
@Daamniel Weeeeeeeey que feo tu caso Veñ. siempre me prevengo para las fiestas familiares con mucha bebida.,
"Justo cuando pensaba que el 2017 iba a ser mi año, paso por Payo's y está cerrado",
"Me voy a vestir de Diablo para año nuevo, a ver sí así me va bien en el Amor",
Uno de mis propósitos para 2017 es seguir siendo el mejor canal familiar de análisis dr videojuegos de Latinoamérica en YouTube,
"Oigan ayer en el metro vi al hombre más bonito del año, y era un drogadicto pero lo olvido su cara",
"Jugaron con mis sentimientos teniéndome pegada al mi e-mail desde el martes ¡Y AHORA VIENEN A DECIRME, QUE ÑOOO! :C",
Hermosa! me dio mucho gusto verte ayer y platicar un pequeño rato contigo JAJA Te quiero mucho! y te veo el lunes,
"Estoy muy decepcionado de mí. Apenas son las 2:00 am. Comí muy poco, tengo sueño y me dieron miedo algunos cohetes.",
"@Soria2504 Jaja quieres mañana o el viernes amigo? Y sí, como tú me digas. Yo no le hago el feo a los tacos jajaja",
"Me preparé con tanto amor ese licuado de plátano, que me dolio tantito el corazón cuando se lo tomó mi perro. Traicionada por mi bebé",
Tipo q recuerdas q hoy es el último día para pagar la tarjeta de crédito y la put@ app falla a pero cuando compras como lok@ ni pedo,
"Y ahora si, todo mundo ama a Fidel Castro, como si lo conocieran bien chingon... A mi me gustaba desde que saco el primer disco...",
Si amas a la persona . Demuestra da todo de ti y si el te falla no lo sufras ya que fuiste feliz en el tiempo que Dios lo presto,
"A lo que vi en el video, al principio, Alonso maneja, Alan el copiloto, en la parte de atras viene jos, luego freddy y despues Bryan",
@iDanielFlores @Liztoledo_ @jaquelinebonfil mmmm tas muy lejos,
@arianabermudezv ya aparecieron los dueños jajaja,
@BiciGoga un abrazo fuerte Goga!!,
"@bryanmouque muy bien, el ejercicio es bueno",
@LeonKrauze me sumo a la felicitación. Abrazo grande,
"@soyeldany no estoy segura que sea ""el pueblo""",
"@PamelaDiazB de los grandes errores se aprende amiguii, no tite",
"Me siento triste,y a penas me doy cuenta.",
Mucho éxito en este 2017 @crixlh te deseo lo mejor en todo.,
@esteban_tajer penal...es. Contra pique también fue penal y les valió madre,
"@nolamk_ ¡Ya se llevaron las cortesías! La taquilla está abierta, ¡Te esperamos!",
Lo bueno que llegó mi hermana por que yo no quería hacerme de comer jaja,
"@Apinkus @DwllC Mañana es viernes y mi mañana, de nuevo, no será la misma sin ti",
"Amigos del Twitter me voy a @AcapulcoShore, espero que me apoyen con este proyecto nuevo que traigo",
"Feliz Año Nuevo Sr. @EPN, esperemos este año ya renuncie, ya ha fregado mucho a esta nación",
@HectorTrejo ¿cuando vienes a Playa para BPM? para que te vaya a buscar y me tome una foto contigo,
"Para que deje de ser un horrible dia, me gustaría un dm de ellas (@JuanamartinezH @Cajafresca ) Bueno yo decía",
"#2017MeGustaPara seguir siendo la mejor madre, esposa, hija y hermana Seguir trabajando y echándole ganas en todo lo que haga",
"ACTOR MÁS CERCANO A LOS FANS, para mi fue la mejor encuesta y la más reñida del 2016, según yo @fandedob",
"Es horrible cuando una persona te escribe todos los días, y un día simplemente todo cambia y no te escribe más.",
"@gsreynaga oye que buen dato. Yo creo que me voy a hacer unos. Por cierto, los tuyos se ven muy bien.",
"@KaryCorrea: Que pases una muy feliz navidad en compañía de tus seres queridos, te mando un abrazo desde San Luis Potosí, S.L.P.",
"- Amaaaaaa el aire va a volar la ro... no, nada, olvidalo, sigue durmiendo, ya va por la san marcos Jajajjaa",
"pag322/366 -.- sin ir al gym -.- todo enfermo desde ayer calificando eiciones de chavos de 1°, todas mal en Gral. y día de dentista",
Ya casi es hora de mi cita .. pero para el corte de cabello esta y la del dentista son las citas más seguras que tengo siempre ..,
